,Event Number,Occurred/Discovered Date and Time,Product Category,Product Type,Volume Released,Latitude,Longitude,Gas,Liquid,Miscellaneous,Amine,Butane,Condensate,Contaminated Water,Crude Oil - Sour,Crude Oil - Sweet,Crude Oil - Synthetic,Diesel Fuel,Drilling Fluid,Fuel Gas,Gasoline,Glycol,Hydrogen Sulphide,Jet Fuel,Lube Oil,Mixed HVP Hydrocarbons,Natural Gas - Sour,Natural Gas - Sweet,Natural Gas Liquids,Odourant,Potassium Carbonate,Potassium Hydroxide (caustic solution),Produced Water,Propane,Pulp slurry,Sulphur,Sulphur Dioxide,Waste Oil,Water
547,INC2016-043,2016-05-10 03:30:00,Gas,Natural Gas - Sweet,370.0,54.097121,-112.562914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,INC2010-128,2010-11-09 12:00:00,Gas,Natural Gas - Sweet,1.0,54.67993889,-118.9943333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,INC2013-152,2013-10-29 10:00:00,Gas,Natural Gas - Sweet,5.7,45.273315,-66.063308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,INC2012-092,2012-07-16 02:15:00,Miscellaneous,Pulp slurry,10.0,47.35983,-68.32515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
405,INC2014-042,2014-03-12 09:00:00,Gas,Natural Gas - Sweet,500.0,45.25073225,-66.0979223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
392,INC2014-004,2014-01-06 12:00:00,Miscellaneous,Hydrogen Sulphide,0.3,55.569092,-121.944662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,INC2015-136,2015-11-23 01:00:00,Miscellaneous,Sulphur,0.075,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
683,INC2018-136,2018-10-05 09:43:00,Gas,Natural Gas - Sweet,25195.0,47.919398,-79.992348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,INC2010-114,2010-10-15 11:00:00,Liquid,Crude Oil - Sweet,17.5,42.83421028,-80.0417111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,INC2010-074,2010-07-10 10:00:00,Gas,Natural Gas - Sweet,3300.0,48.94621,-80.99467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
657,INC2018-001,2018-01-08 10:00:00,Gas,Natural Gas - Sweet,0.01,47.96083302,-80.01609001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,INC2011-183,2011-12-13 04:00:00,Liquid,Crude Oil - Sweet,2.0,49.28813,-102.63736,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,INC2009-019,2009-03-04 04:20:00,Liquid,Lube Oil,2.5,49.91175,-98.51757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,INC2012-063,2012-05-13 11:30:00,Gas,Natural Gas - Sweet,200.0,48.41782,-80.33662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,INC2014-089,2014-06-18 01:30:00,Gas,Natural Gas - Sweet,0.001,49.80158,-86.7605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,INC2011-016,2011-02-01 08:00:00,Gas,Natural Gas - Sweet,2.0,49.017155,-107.831853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
523,INC2015-138,2015-11-26 11:22:00,Miscellaneous,Amine,2000.0,55.571824,-121.942698,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,INC2011-053,2011-03-31 09:00:00,Gas,Natural Gas - Sweet,1000.0,49.29513,-88.10109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
698,INC2019-046,2019-04-26 04:45:00,Miscellaneous,Water,0.3,47.36,-68.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
504,INC2015-105,2015-09-09 10:30:00,Gas,Natural Gas - Sweet,198.0,45.177234,-61.62299574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,INC2011-066,2011-04-26 03:45:00,Gas,Natural Gas - Sour,1300.0,55.28501,-121.65768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452,INC2014-149,2014-12-03 07:05:00,Miscellaneous,Sulphur Dioxide,3175.0,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
705,INC2019-098,2019-09-01 03:30:00,Liquid,Crude Oil - Sweet,50.0,50.07461053,-100.0003615,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,INC2014-121,2014-09-22 09:30:00,Gas,Natural Gas - Sweet,0.3,45.461,-66.99757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
697,INC2019-041,2019-04-16 02:00:00,Gas,Natural Gas - Sweet,192183.49,53.381576,-115.615938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,INC2015-150,2015-12-22 10:00:00,Miscellaneous,Water,32.0,56.146082,-120.673492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,INC2015-122,2015-10-27 09:30:00,Liquid,Crude Oil - Sweet,4.0,50.481964,-104.568289,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,INC2014-091,2014-06-20 12:00:00,Gas,Natural Gas - Sweet,40.0,49.80132,-86.7603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,INC2009-066,2009-07-20 11:02:00,Gas,Natural Gas - Sweet,1450000.0,58.208389,-118.501722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,INC2015-115,2015-10-08 06:00:00,Gas,Natural Gas - Sweet,1.0,49.325059,-102.297403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
487,INC2015-070,2015-06-16 08:00:00,Gas,Natural Gas - Sweet,1.0,50.2520045,-104.408497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
609,INC2017-071,2017-05-26 10:45:00,Gas,Natural Gas - Sour,5.0,56.751823,-121.6811426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,INC2015-049,2015-05-06 08:10:00,Gas,Natural Gas - Sweet,0.1,55.81518,-119.36579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
666,INC2018-026,2018-04-03 06:50:00,Liquid,Diesel Fuel,5.0,53.543,-113.354,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,INC2009-086,2009-08-31 04:00:00,Gas,Natural Gas - Sweet,0.5,51.66911,-111.89811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,INC2018-015,2018-02-02 03:14:00,Gas,Natural Gas - Sweet,3249.3,59.20209027,-121.5830377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
621,INC2017-110,2017-07-26 10:00:00,Gas,Natural Gas Liquids,0.001,50.62028,-105.24194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
696,INC2019-029,2019-02-28 03:30:00,Miscellaneous,Water,2.0,47.3614398,-68.3284301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,INC2015-093,2015-08-16 02:03:00,Gas,Propane,2.118,55.791,-120.526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
684,INC2018-142,2018-10-09 05:24:00,Gas,Natural Gas - Sweet,3980000.0,54.02808,-122.65524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,INC2008-111,2008-11-26 03:00:00,Miscellaneous,Amine,10.0,55.56932,-121.94466,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,INC2012-125,2012-09-18 11:25:00,Gas,Natural Gas - Sweet,0.001,42.95262,-82.37435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,INC2016-029,2016-03-31 08:05:00,Miscellaneous,Contaminated Water,10.23,55.3315,-121.5632,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,INC2018-065,2018-06-20 08:30:00,Gas,Natural Gas - Sweet,62.0,45.175993,-61.61994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,INC2017-154,2017-09-24 03:00:00,Gas,Natural Gas - Sweet,125.4,54.28836951,-122.6166373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,INC2014-024,2014-02-07 04:30:00,Gas,Natural Gas - Sweet,0.01,45.96376,-66.6432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
578,INC2016-132,2016-11-17 06:17:00,Gas,Natural Gas - Sweet,24100.0,55.64990496,-122.2072164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
554,INC2016-078,2016-07-15 06:00:00,Gas,Natural Gas - Sweet,3.0,46.11305974,-64.71567652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
674,INC2018-047,2018-05-17 11:00:00,Gas,Natural Gas - Sweet,0.0001,45.19,-66.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,INC2011-038,2011-03-05 03:00:00,Liquid,Waste Oil,11.0,50.66255,-120.41416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
624,INC2017-137,2017-09-11 02:00:00,Gas,Natural Gas - Sweet,350347.0,56.22,-122.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,INC2017-181,2017-11-07 09:10:00,Gas,Propane,0.001,50.38574,-104.32163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
637,INC2017-176,2017-11-02 03:30:00,Gas,Natural Gas - Sour,248.0,56.14630285,-120.6691693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,INC2013-007,2013-01-21 06:00:00,Liquid,Condensate,9.1,56.1442,-120.67138,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,INC2009-075,2009-07-30 04:45:00,Gas,Natural Gas - Sweet,40.0,55.12549,-117.83828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
678,INC2018-066,2018-06-23 11:30:00,Gas,Natural Gas - Sour,27593.0,56.7538,-120.6529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
563,INC2016-097,2016-08-25 09:11:00,Gas,Natural Gas Liquids,0.0001,53.54740268,-113.3557137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,INC2016-035,2016-04-08 03:15:00,Gas,Natural Gas - Sweet,5.2,48.131264,-80.215544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,INC2009-109,2009-09-26 11:04:00,Gas,Natural Gas - Sweet,1430000.0,46.89733,-79.80783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,INC2011-171,2011-11-19 12:00:00,Gas,Natural Gas - Sweet,50.0,54.14314,-115.36091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
586,INC2017-009,2017-01-25 01:00:00,Gas,Natural Gas - Sweet,1.0,45.98805,-64.14431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
625,INC2017-153,2017-09-22 07:54:00,Gas,Natural Gas Liquids,0.002,51.867982,-109.033349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,INC2013-175,2013-12-15 04:15:00,Gas,Natural Gas - Sweet,1500.0,49.28487,-115.17704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,INC2013-169,2013-12-09 11:00:00,Gas,Natural Gas - Sweet,0.3,46.112702,-64.714397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,INC2008-039,2008-04-21 07:00:00,Liquid,Crude Oil - Sweet,4.0,50.48057,-104.56646,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,INC2012-098,2012-07-31 02:00:00,Gas,Natural Gas - Sweet,100.0,43.00477,-79.05065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
435,INC2014-095,2014-07-03 07:30:00,Gas,Natural Gas - Sweet,0.0001,45.30533,-76.20745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,INC2019-047,2019-04-28 10:30:00,Gas,Natural Gas - Sweet,24419.0,49.93069,-108.94167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
517,INC2015-124,2015-10-30 01:30:00,Miscellaneous,Potassium Carbonate,3.527,58.655,-122.6899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
614,INC2017-080,2017-06-19 02:00:00,Gas,Natural Gas - Sweet,0.01,45.1920299,-66.40157119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
658,INC2018-003,2018-01-10 12:00:00,Gas,Natural Gas - Sweet,265457.0,57.19025,-118.192939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,INC2015-098,2015-07-10 12:00:00,Gas,Natural Gas - Sour,135.0,58.65324554,-122.6848231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,INC2014-065,2014-04-30 04:30:00,Gas,Natural Gas - Sweet,148.0,52.173034,-113.83314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,INC2016-126,2016-10-24 07:00:00,Gas,Natural Gas - Sweet,24000.0,49.0097,-102.589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,INC2009-121,2009-10-28 10:40:00,Gas,Natural Gas - Sweet,100.0,49.03334,-90.51047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
681,INC2018-117,2018-09-13 05:20:00,Gas,Natural Gas - Sweet,50767.0,54.414958,-111.158422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,INC2014-110,2014-08-24 02:00:00,Miscellaneous,Sulphur,8.25,55.56909171,-121.9446616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
414,INC2014-056,2014-04-10 11:15:00,Liquid,Crude Oil - Sweet,3.0,55.569092,-121.944662,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,INC2011-092,2011-06-08 09:49:00,Gas,Natural Gas - Sour,3.6,56.14635,-120.66936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,INC2014-015,2014-01-16 12:00:00,Gas,Natural Gas - Sweet,2.0,45.273315,-66.063308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577,INC2016-128,2016-10-31 10:00:00,Gas,Natural Gas - Sweet,1.0,44.6791,-63.5921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,INC2009-087,2009-09-01 10:00:00,Gas,Natural Gas - Sweet,10.0,59.05953,-119.89276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
654,INC2017-197,2017-12-12 07:00:00,Gas,Natural Gas - Sweet,786.0,51.40840045,-113.6557044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695,INC2019-025,2019-02-19 09:00:00,Gas,Natural Gas - Sweet,1258.35,49.74450054,-84.06775503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
581,INC2016-147,2016-12-17 02:00:00,Gas,Natural Gas - Sweet,1.0,44.690626,-63.59345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,INC2015-095,2015-08-19 09:30:00,Gas,Natural Gas - Sweet,2366.0,56.337317,-119.910103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,INC2008-087,2008-09-05 12:00:00,Gas,Butane,0.1,56.14631,-120.6692,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,INC2017-201,2017-12-25 12:00:00,Gas,Natural Gas - Sweet,252.0,54.04370807,-117.4205423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,INC2008-048,2008-05-11 11:30:00,Liquid,Crude Oil - Sweet,7.0,50.48386,-104.61447,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,INC2009-060,2009-07-13 12:00:00,Gas,Natural Gas - Sour,4.0,58.93456,-121.3121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
634,INC2017-173,2017-10-24 09:00:00,Gas,Propane,2.0,56.14630285,-120.6691693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
540,INC2016-027,2016-03-03 10:00:00,Gas,Natural Gas - Sweet,1.0,44.677392,-63.596725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526,INC2015-147,2015-12-17 11:55:00,Gas,Natural Gas - Sour,10.4,55.04185986,-121.0187559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438,INC2014-104,2014-08-04 09:51:00,Miscellaneous,Sulphur,63.0,55.569092,-121.944662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,INC2010-079,2010-07-24 09:30:00,Gas,Natural Gas - Sweet,100.0,43.87391,-79.57983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
427,INC2014-074,2014-05-26 05:00:00,Gas,Natural Gas - Sweet,1114.0,53.522635,-112.075565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,INC2011-186,2011-12-27 07:50:00,Gas,Natural Gas - Sweet,236.0,45.251566,-66.097871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,INC2009-045,2009-05-22 05:00:00,Gas,Propane,6.36,51.55484,-107.996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
673,INC2018-040,2018-05-03 04:20:00,Gas,Natural Gas - Sour,59.7,58.6545943,-122.6905284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
622,INC2017-114,2017-08-09 04:55:00,Gas,Natural Gas - Sweet,17022.0,54.057238,-113.219046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
569,INC2016-115,2016-09-22 01:10:00,Gas,Natural Gas Liquids,0.0001,52.63822644,-111.2786457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,INC2014-154,2014-12-23 04:15:00,Gas,Natural Gas - Sweet,100.0,45.25902,-66.094405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,INC2016-019,2016-02-03 04:30:00,Gas,Natural Gas - Sweet,6380.0,56.083,-120.404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
560,INC2016-088,2016-08-06 04:30:00,Gas,Natural Gas - Sweet,8.0,45.28066,-66.0027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,INC2015-084,2015-07-20 06:25:00,Gas,Natural Gas Liquids,0.0001,50.482934,-104.586279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,INC2016-021,2016-02-08 02:02:00,Gas,Natural Gas - Sour,13.23,55.569092,-121.944662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
503,INC2015-104,2015-09-06 10:00:00,Gas,Natural Gas - Sweet,9510.0,53.914064,-111.700742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,INC2010-045,2010-04-01 07:00:00,Gas,Natural Gas - Sweet,100.0,43.18849,-79.8485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,INC2017-103,2017-07-20 10:00:00,Gas,Natural Gas - Sweet,58.7,50.07617,-99.9867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
556,INC2016-081,2016-07-21 02:40:00,Liquid,Diesel Fuel,2.3,53.54290845,-113.3644501,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,INC2018-037,2018-04-27 03:00:00,Gas,Natural Gas - Sweet,1.0,45.9875348,-64.1437017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,INC2008-021,2008-03-01 04:45:00,Gas,Natural Gas - Sweet,18.0,49.30391,-82.04386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,INC2014-059,2014-04-18 04:30:00,Liquid,Crude Oil - Sweet,15.0,53.547403,-113.355714,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,INC2018-028,2018-04-13 12:22:00,Gas,Natural Gas - Sweet,50622.5,54.532966,-112.094773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,INC2013-095,2013-06-14 12:00:00,Gas,Natural Gas - Sweet,0.85,45.156922,-66.769837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
702,INC2019-081,2019-07-14 05:00:00,Liquid,Crude Oil - Sweet,5.0,50.1731181,-111.165654,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,INC2008-067,2008-07-06 12:00:00,Liquid,Crude Oil - Synthetic,40.0,53.54745,-113.35577,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
