,Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,Longitude,Release of substance,Alberta,Manitoba,British Columbia,Saskatchewan,Ontario,New Brunswick,Nova Scotia,Quebec,Northwest Territories,Natural,Unknown Land,Forests,Industrial,Agricultural Cropland,Shrub Land,Vegetative Barren,Tundra / Native Prairie / Parks,Barren Land,Small Commeicial,Water / Wetlands,Residential,Frost heave,Freeze-thaw,Frozen components,Soil/Slope,High winds,Rains/Floods,Adverse weather,Month of occurrence,Spring,Summer,Fall,Winter
830,INC2015-130,Adverse Environmental Effects,11/10/2015,Fort McKay,NOVA Gas Transmission Ltd.,Closed,57.3,0,Not Applicable,Not Applicable,Yes,2015,2015-11-09,2015/11/09 02:30:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/11/2017,No,No,,,,No,,,,,,,,,,Other Pollution (Contamination),0,OPR,ELLS RIVER EXTENSION - NPS 24,610,18.64514007,Natural Gas,,,,,Canada,No,No,Yes,Yes,3, 0+600 ,Level I,Standard Review - 168 days,No,"INC2015-125, INC2015-129",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-111.68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,0
831,INC2015-133,Release of Substance,11/20/2015,Wonowon BC,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.393465,0.001,Natural Gas - Sour,Gas,Yes,2015,2015-11-20,2015/11/20 03:00:00 PM Mountain,No pipeline interruption,Gathering,Operation,3rd Party / Other Company,3/1/2017,No,No,Natural Gas - Sour,0.001,No,No,,,,,,,,,,,0,OPR,"6"" Cache Creek Pipeline",168.3,11.6626029,Natural Gas Sour,,,,,Canada,Yes,No,No,No,3,0,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.3719,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
832,INC2015-138,Release of Substance,11/26/2015,"Chetwynd, BC","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.571824,2000,Amine,Miscellaneous,No,2015,2015-11-26,2015/11/26 11:22:00 AM Mountain,,Processing,Operation,Employee / Contractor (Onsite),6/20/2017,Yes,No,Amine,2000,No,No,,,,,,,,,,,55,PPR,,,,,,,,,Canada,Yes,No,No,No,3,,Level II,Category B,No,,"Processing Plant, Controls",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-121.942698,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
833,INC2015-135,Release of Substance,11/23/2015,Fort Nelson,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.66,58,Sulphur,Miscellaneous,No,2015,2015-11-23,2015/11/23 05:30:00 AM Mountain,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),5/9/2017,No,No,Sulphur,58,No,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,Yes,No,No,No,3,Alaska Highway Mile 285,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-122.69,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
834,INC2015-136,Release of Substance,11/24/2015,Hazler,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,0.075,Sulphur,Miscellaneous,No,2015,2015-11-23,2015/11/23 01:00:00 PM Mountain,,Processing,Operation,Employee / Contractor (Onsite),5/18/2016,Yes,No,Sulphur,0.075,No,No,,,,,,,,,,,0,PPR,,,,,PINE RIVER GAS PLANT (PRGP),,55.56909171,-121.9446616,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.9446616,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
835,INC2015-137,Fire,11/26/2015,Fox Creek,NOVA Gas Transmission Ltd.,Closed,54.445071,0,Not Applicable,Not Applicable,No,2015,2015-11-24,2015/11/24 11:40:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/12/2016,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,,,,,,,,,Canada,No,Yes,Yes,No,3,17.5 km,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-117.697381,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
836,INC2015-139,Release of Substance,12/1/2015,Wilkesport,Plains Midstream Canada ULC,Closed,42.714906,0.3,Propane,Gas,No,2015,2015-12-01,2015/12/01 09:00:00 AM Eastern,Short-term interruption,Distribution,Operation,Other Control System,7/21/2016,Yes,No,Propane,0.3,No,No,,,,,,,,,,,0,OPR,Eastern Delivery System North (EDS-N) - Windsor-Sarnia,"273.10000000, 323.90000000",139.3459365,"Natural Gas Liquids, NGL-HVP (Propane,Butane)",,,,,Canada,Yes,No,Yes,No,3,,Level I,Standard Review - 168 days,No,,"Station/Facility, Pigging, Launching, Valve, Check, Seal/Packing",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-82.358961,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
837,INC2015-140,Fire,12/4/2015,Fort McMurray,NOVA Gas Transmission Ltd.,Closed,55.9773,0,Not Applicable,Not Applicable,No,2015,2015-12-03,2015/12/03 09:43:00 AM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/12/2016,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,No,No,3,5+200,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-112.0273,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
838,INC2015-141,Fire,12/4/2015,Fort McMurray,NOVA Gas Transmission Ltd.,Closed,56.0207,0,Not Applicable,Not Applicable,No,2015,2015-12-02,2015/12/02 08:45:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),2/22/2016,Yes,No,,,,No,,Housekeeping,,,,,,,,,0,OPR,,,,,,,,,Canada,No,Yes,No,No,3,,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-112.18207,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
839,INC2015-142,Fire,12/5/2015,Fort McMurray,NOVA Gas Transmission Ltd.,Closed,55.9788,0,Not Applicable,Not Applicable,No,2015,2015-12-02,2015/12/02 02:30:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/22/2016,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,No,No,3,KP 1+000,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-111.98153,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
840,INC2015-143,Fire,12/10/2015,Brampton,TransCanada PipeLines Limited,Closed,43.746944,0,Not Applicable,Not Applicable,No,2015,2015-12-09,2015/12/09 11:20:00 AM Eastern,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),4/10/2017,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,3,KP 0+700,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.637222,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
841,INC2015-144,Release of Substance,12/11/2015,Ile Des Chene,TransCanada PipeLines Limited,Closed,49.72011504,1,Natural Gas - Sweet,Gas,No,2015,,2015/12/11 10:00:00 AM Central,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),11/10/2016,Yes,No,Natural Gas - Sweet,1,No,No,,,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,STN 41 - ILE DES CHENES,,49.72011504,-96.98386154,Canada,Yes,No,No,No,3,70.2 Meters,Level I,Standard Review - 168 days,No,,"Pipeline, Fitting, Branch connection, Thread","Vendor OEM part, Cooper RFBB-30 Compressor Package with RR Avon 76G Engine.",,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,Yes,,,No,-96.98386154,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
842,INC2015-145,Operation Beyond Design Limits,12/11/2015,Hardisty AB,Enbridge Pipelines Inc.,Closed,52.637564,0,Not Applicable,Not Applicable,No,2015,2015-12-11,2015/12/11 06:57:00 PM Mountain,Short-term interruption,Transmission,Operation,SCADA,3/2/2017,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,Line 2,"1219.00000000, 609.40000000, 610.00000000",1282.304863,Crude Oil,Hardisty Pump Station,,,,Canada,Yes,No,No,No,4,109.02,Level I,Standard Review - 168 days,No,INC2016-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-111.27924,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
843,INC2016-006,Release of Substance,1/6/2016,Fort Nelson,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65324554,2.9,Contaminated Water,Miscellaneous,No,2016,2016-01-05,2016/01/05 12:15:00 AM Mountain,,Processing,Operation,Employee / Contractor (Onsite),4/10/2017,Yes,No,Contaminated Water,2.9,No,No,,,,,,,,,,,0,PPR,,,,,FORT NELSON GAS PLANT (FNGP),,58.65324554,-122.6848231,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-122.6848231,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
844,INC2015-146,Operation Beyond Design Limits,12/12/2015,Rainbow Lake,NOVA Gas Transmission Ltd.,Closed,58.446355,0,Not Applicable,Not Applicable,No,2015,2015-12-11,2015/12/11 02:00:00 PM Mountain,No pipeline interruption,Transmission,Operation,SCADA,2/14/2017,Yes,No,,,,No,,,,,,,,,Inappropriate Product,,0,OPR,RAINBOW LAKE LATERAL - NPS 6,168.3,13.05985746,Natural Gas,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Ball, Other (please explain)",CSA Standard Z662 (2002),NPS 8,Carbon Steel,241 - B,40,8.2 mm = 0.322 in,,,8450,,3880,,,,,1994,,Girth (Circumferential),Seamless,,,,,,,,No,,,No,5/1/2015,Visual,Yes,No,5/1/2016,Testing of Functionality,Yes,-119.22343,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
845,INC2015-147,Release of Substance,12/18/2015,"10.8 km south of Tumbler Ridge, BC","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.04185986,10.4,Natural Gas - Sour,Gas,Yes,2015,,2015/12/17 11:55:00 AM Mountain,No pipeline interruption,Gathering,Operation,Employee / Contractor (Onsite),5/16/2017,No,No,Natural Gas - Sour,10.4,No,No,,,,,,,,,,,0,OPR,"12"" Murray River Pipeline",323.9,16.21976901,Natural Gas,,,,,Canada,No,No,Yes,No,3,Recieving Barrel end of pipeline,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.0187559,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
846,INC2015-148,Fire,12/21/2015,Dawson Creek,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.793649,0,Not Applicable,Not Applicable,No,2015,2015-12-20,2015/12/20 03:21:00 PM Mountain,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),6/22/2016,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,PPR,,,,,,Meter,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.522161,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
847,INC2015-150,Release of Substance,12/22/2015,Taylor,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.146082,32,Water,Miscellaneous,No,2015,2015-12-22,2015/12/22 12:20:00 PM Mountain,No pipeline interruption,Processing,Maintenance,Employee / Contractor (Onsite),7/21/2016,Yes,No,Water,32,No,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,Yes,No,No,No,5,,Level I,Standard Review - 168 days,No,INC2016-020,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.673492,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
848,INC2015-152,Fire,12/31/2015,Fort McMurray ,NOVA Gas Transmission Ltd.,Closed,56.04405,0,Not Applicable,Not Applicable,No,2015,2015-12-30,2015/12/30 02:45:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/30/2016,No,No,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,,,,,,,,,Canada,No,Yes,No,No,3,33,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-112.43548,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
849,INC2016-001,Release of Substance,1/1/2016,Kingston,TransCanada PipeLines Limited,Closed,44.276915,1.21,Natural Gas - Sweet,Gas,No,2016,2016-01-01,2016/01/01 10:00:00 AM Eastern,No pipeline interruption,Transmission,Operation,Landowner,3/2/2017,Yes,No,Natural Gas - Sweet,1.21,No,No,,,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,Yes,No,No,No,3,MLV 140-1 + 7.415 km,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve, Ball, Body",,NPS 1,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,9/29/2014,Visual,Yes,No,9/29/2014,Testing of Functionality,Yes,-76.876379,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
850,INC2016-002,Release of Substance,1/1/2016,"Taylor, British Columbia",Alliance Pipeline Ltd.,Closed,56.17397,72500,Natural Gas - Sweet,Gas,Yes,2016,2015-12-31,2015/12/31 04:22:00 PM Mountain,No pipeline interruption,Transmission,Operation,Landowner,5/9/2017,Yes,No,Natural Gas - Sweet,72500,No,No,,,,,,,,,,,0,OPR,FORT ST. JOHN LATERAL,610,86.59578756,Natural Gas,,Meter,,,Canada,Yes,No,No,No,3,0,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve, Pressure relief, Other (please explain)",CSA Z662-07,,,,,,,,8250,,6760,,,,,,,,,,,,,,,,No,,,No,10/21/2015,Visual,Yes,No,10/21/2015,Repair,Yes,-120.60927,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
851,INC2016-003,Fire,1/2/2016,Sherwood Park,Enbridge Pipelines Inc.,Closed,53.54151,0,Not Applicable,Not Applicable,No,2016,2016-01-02,2016/01/02 07:30:00 AM Mountain,Short-term interruption,Transmission,Operation,Employee / Contractor (Onsite),4/19/2017,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,,Meter,,,Canada,Yes,No,No,No,3,0,Level I,Standard Review - 168 days,No,"INC2012-174, INC2015-022, INC2015-097, INC2016-122, INC2017-006","Station/Facility, Pumping, Electrical power system apparatus",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-113.353867,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
852,INC2016-004,Operation Beyond Design Limits,1/4/2016,Edmonton,Enbridge Pipelines Inc.,Closed,53.544151,0,Not Applicable,Not Applicable,No,2016,2016-01-03,2016/01/03 07:22:00 PM Mountain,Short-term interruption,Transmission,Operation,SCADA,7/25/2016,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,Edmonton,,,,Canada,Yes,No,No,No,5,,Level I,Standard Review - 168 days,No,INC2015-145,"Station/Facility, Pumping, Valve, Pressure relief",,NPS 1/2,Stainless Steel,,,,,,,,,,,2013,2014,2014,,,,,,,,,,,No,,,No,11/26/2015,Visual,Yes,Yes,,,No,-113.355103,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
853,INC2016-008,Operation Beyond Design Limits,1/13/2016,Oakville,Trans-Northern Pipelines Inc.,Closed,43.39419,0,Not Applicable,Not Applicable,No,2016,2016-01-13,2016/01/13 02:50:00 PM Eastern,Short-term interruption,Transmission,Operation,Other Control System,5/3/2017,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,OAKVILLE STATION,,43.39419228,-79.73731816,Canada,Yes,No,No,No,5,596.3,Level I,Standard Review - 168 days,No,"INC2011-012, INC2011-129, INC2012-054, INC2013-101, INC2013-202, INC2013-203, INC2014-080, INC2014-123, INC2015-002, INC2015-034",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.73732,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
854,INC2016-010,Release of Substance,1/19/2016,"Manning, Alberta",NOVA Gas Transmission Ltd.,Closed,57.42235949,42,Natural Gas - Sweet,Gas,No,2016,2016-01-19,2016/01/19 10:30:00 AM Mountain,Short-term interruption,Transmission,Maintenance,Employee / Contractor (Onsite),10/20/2017,Yes,No,Natural Gas - Sweet,42,Yes,No,,,,,,,,,,,0,OPR,PEACE RIVER M/L (ZAMA LAKE TO VALLEYVIEW) - NPS 20,508,473.8243833,Natural Gas,,,,,Canada,No,No,Yes,No,3,KP 290.48,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Girth weld", CSA Z245.3 Gr. 52 (1972) ,NPS 20,Carbon Steel,359 - X52,,5.6 mm = 0.219 in,,5.7,5650,4524,2832,,,,1973,1973,-805,Girth (Circumferential),,Electric Resistance Welded,9 o'clock,External,Polyethylene Tape Wrap,Disbonded,Field Applied,1973,No,Replacement,1/23/2016,No,6/18/2015,Inline Inspection (ILI),Yes,No,,Replacement,Yes,-118.2492217,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
855,INC2016-013,Fire,1/25/2016,Wabasca,NOVA Gas Transmission Ltd.,Closed,56.4861,0,Not Applicable,Not Applicable,No,2016,2016-01-21,2016/01/21 05:30:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),10/20/2016,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,PEERLESS LAKE LATERAL (VANDERSTEENE LAKE SECTION) - NPS 16,406.4,40.29355321,Natural Gas,WOODENHOUSE,,56.48610421,-114.117508,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-114.11751,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
856,INC2016-015,Release of Substance,1/28/2016,None,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.6442,15.23,Natural Gas - Sweet,Gas,No,2016,2015-12-19,2015/12/19 03:38:00 PM Mountain,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),5/18/2017,Yes,No,Natural Gas - Sweet,15.23,No,No,,,,,,,,,,,0,OPR,Rigel,,,,,,,,Canada,No,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Compressor",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.81235,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
857,INC2016-019,Release of Substance,2/4/2016,Taylor,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.083,6380,Natural Gas - Sweet,Gas,No,2016,2016-02-03,2016/02/03 04:30:00 PM Mountain,No pipeline interruption,Gathering,Operation,Employee / Contractor (Onsite),3/31/2017,No,No,Natural Gas - Sweet,6380,No,No,,,,,,,,,,,0,OPR,"30"" Fort Nelson Mainline",762,72.67380765,Natural Gas Sweet,,Meter,,,Canada,Yes,No,No,No,3,0,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.404,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
858,INC2016-018,Release of Substance,2/4/2016,Taylor,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.146137,853,Natural Gas - Sour,Gas,Yes,2016,2016-02-03,2016/02/03 04:03:00 PM Mountain,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),6/15/2017,Yes,No,Natural Gas - Sour,853,No,No,,,,,,,,,,,0,PPR,,,,,,,,,Canada,Yes,No,No,No,5,,Level I,Standard Review - 168 days,No,,"Processing Plant, Controls",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-120.670787,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
859,INC2016-020,Release of Substance,2/5/2016,.5 km,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.141402,5,Water,Miscellaneous,No,2016,2016-02-04,2016/02/04 04:00:00 AM Mountain,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),10/18/2016,No,No,Water,5,Yes,No,,,,,,,,,,,0,PPR,"26"" BC Trunk Pipeline - Downstream",660.4,59.6331221,Natural Gas Sour,,,,,Canada,Yes,No,No,No,4,,Level I,Standard Review - 168 days,No,INC2015-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.669325,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
860,INC2016-021,Release of Substance,2/9/2016,Hasler,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,13.23,Natural Gas - Sour,Gas,Yes,2016,2016-02-08,2016/02/08 02:02:00 PM Mountain,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),12/6/2017,Yes,No,Natural Gas - Sour,13.23,No,No,,,,,,,,,,,0,PPR,Grizzly Loop Pipeline,610,40.81503221,Natural Gas Sour,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.944662,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
861,INC2016-022,Release of Substance,2/10/2016,Strome,Enbridge Pipelines Inc.,Closed,52.933313,0.001,Natural Gas Liquids,Gas,No,2016,2016-02-10,2016/02/10 10:12:00 AM Mountain,Short-term interruption,Transmission,Operation,Employee / Contractor (Onsite),11/14/2016,Yes,No,Natural Gas Liquids,0.001,No,No,,,,,,,,,,,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,,Meter,,,Canada,Yes,No,No,No,3,112.187,Level I,Standard Review - 168 days,No,,"Station/Facility, Pumping, Flange, Gasket/O-ring",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,1/26/2016,Visual,Yes,No,1/26/2016,Replacement,Yes,-112.082122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
